c_personid,c_name,c_name_chn,c_addr_type,c_addr_id,x_coord,y_coord
19349,Ge Yuan,葛源,2,100584,121.637260,29.840310
19350,Ge Liangsi,葛良嗣,5,12811,119.913009,28.448732
19350,Ge Liangsi,葛良嗣,1,100011,119.600750,32.069710
19350,Ge Liangsi,葛良嗣,2,100011,119.600750,32.069710
19350,Ge Liangsi,葛良嗣,3,100584,121.637260,29.840310
19356,Ge Zide,葛自得,14,12756,120.578262,30.004515
19356,Ge Zide,葛自得,1,12794,121.258354,28.642613
19371,Geng Chongcong,耿充從,14,11401,112.778679,34.616016
19371,Geng Chongcong,耿充從,1,100037,112.735400,34.647470
19380,Gu Fuji,顧復幾,14,12757,120.578262,30.004515
19380,Gu Fuji,顧復幾,1,12761,121.152763,30.049067
19393,Gu Yixian,顧義先,1,100584,121.637260,29.840310
19411,Zhao Zonghui(2),趙宗暉,1,100658,114.335660,34.818340
19414,Zhao Buxi,趙不𢙯,1,12675,120.044180,30.364550
19414,Zhao Buxi,趙不𢙯,2,12675,120.044180,30.364550
19414,Zhao Buxi,趙不𢙯,3,100658,114.335660,34.818340
19415,Zhao Zhongyuan,趙仲爰,1,100658,114.335660,34.818340
19419,Wang Dao,王衜,1,12793,121.120598,28.843132
19423,Tang Shi,唐氏(王衜妾),1,12795,121.425552,29.283617
19426,Wang Xiang(7),王象,1,12793,121.120598,28.843132
19437,Zhao Zongyuan,趙宗瑗,1,100658,114.335660,34.818340
19461,Gai Jing,蓋經,14,11027,0.000000,0.000000
19461,Gai Jing,蓋經,1,12710,121.227638,31.009476
19461,Gai Jing,蓋經,2,12710,121.227638,31.009476
19461,Gai Jing,蓋經,3,100658,114.335660,34.818340
19465,Guo Shi,郭氏(趙眘妻),1,12672,120.168625,30.294125
19465,Guo Shi,郭氏(趙眘妻),2,12672,120.168625,30.294125
19465,Guo Shi,郭氏(趙眘妻),3,100658,114.335660,34.818340
19465,Guo Shi,郭氏(趙眘妻),14,100669,114.335660,34.818340
19479,Guo Xizong,郭晞宗,1,12798,120.733460,28.852207
19483,Zhou shunzhi,周順之,1,12723,119.952301,31.782784
19485,Huo Duanyou,霍端友,1,12723,119.952301,31.782784
19498,Guo Youzhi,郭友直,1,13292,104.077995,30.650385
19503,Li Tong,李彤,1,13292,104.077995,30.650385
19503,Li Tong,李彤,2,13292,104.077995,30.650385
19503,Li Tong,李彤,3,13312,103.672607,30.636564
19518,Lang Si,郎思,1,100512,119.633120,30.263390
19556,Zhu Xianxi,朱咸熙,14,11143,118.478098,36.697480
19556,Zhu Xianxi,朱咸熙,1,11149,118.370405,36.864015
19560,Li Kan,李堪,2,12690,120.618622,31.312710
19560,Li Kan,李堪,1,12722,119.952301,31.782784
19560,Li Kan,李堪,3,12723,119.952301,31.782784
19568,Li Hong,李洪,1,12434,0.000000,0.000000
19568,Li Hong,李洪,3,12711,120.932022,30.517859
19568,Li Hong,李洪,2,12716,120.099312,30.864964
19595,Li Yanying,李彥穎,1,12719,120.084801,30.553133
19596,Li Xia,李浹,1,12719,120.084801,30.553133
19598,Li Gongyan,李公彥,1,100513,116.455740,27.966630
20273,Liu Chen(2),劉諶,1,11830,115.347960,38.831950
20279,Liu Dingguo,劉定國,1,12718,119.901375,31.013893
20292,Fang Cai,方采,1,100531,119.100150,25.412790
20296,Liu Wenli,劉文禮,1,100531,119.100150,25.412790
20300,Zhao Shiyong(3),趙世永,1,100658,114.335660,34.818340
19605,Li Chui,李垂,1,11633,116.076142,36.471169
19611,Li Zhi(8),李陟,1,11556,114.745884,35.921836
19625,Xu Tianxi,徐天錫,3,12435,119.437187,32.391270
19625,Xu Tianxi,徐天錫,1,12723,119.952301,31.782784
19625,Xu Tianxi,徐天錫,2,12723,119.952301,31.782784
19625,Xu Tianxi,徐天錫,14,101019,0.000000,0.000000
19657,Li Xiang(2),李祥,1,12724,120.297668,31.574614
19670,Sun Fu,孫復,1,11232,117.126519,36.182097
19670,Sun Fu,孫復,2,11232,117.126519,36.182097
19670,Sun Fu,孫復,3,12247,111.515434,36.078037
19670,Sun Fu,孫復,14,101082,0.000000,0.000000
19699,Zhang Yuangan,張元幹,1,13876,119.518837,25.959837
19701,Zeng E,曾噩,1,13869,119.321577,26.073954
19713,Li Qingzhao,李清照,1,11192,117.080930,36.614020
19735,Li Pidan,李丕旦,1,11903,108.906976,34.246423
19735,Li Pidan,李丕旦,14,11904,108.937189,34.317987
19767,Li Juan,李涓,1,12232,113.103485,36.183537
19790,Li Yu,李遇,14,13869,119.321577,26.073954
19790,Li Yu,李遇,1,13870,119.321577,26.073954
19797,Liao Yiqing,廖夷清,1,100055,116.844550,27.598630
19797,Liao Yiqing,廖夷清,2,100055,116.844550,27.598630
19797,Liao Yiqing,廖夷清,3,100149,117.375190,26.745320
19798,Liao Ping,廖平,1,100055,116.844550,27.598630
19798,Liao Ping,廖平,14,101126,0.000000,0.000000
19799,Chen Liu,陳璆,1,100055,116.844550,27.598630
19800,Chen Hangong,陳漢公,1,100055,116.844550,27.598630
19806,Deng Jingjun,鄧景儁,1,100055,116.844550,27.598630
19811,Chen G,陳 G,1,100055,116.844550,27.598630
19817,Li Qiao,李喬,1,100055,116.844550,27.598630
19819,Chen Su(5),陳肅,1,100055,116.844550,27.598630
19824,Chen H,陳H,1,100055,116.844550,27.598630
19832,Yuan Fengzong,元奉宗,1,12675,120.044180,30.364550
19841,Fu Chuifan,傅垂範,1,100055,116.844550,27.598630
19842,Fu Ye(2),傅野,1,100055,116.844550,27.598630
19852,Wang Baochen,王寶臣,1,12435,119.437187,32.391270
19852,Wang Baochen,王寶臣,2,12435,119.437187,32.391270
19853,Rao Changling,饒昌齡,1,100055,116.844550,27.598630
19864,Li Youren,李友仁,1,12761,121.152763,30.049067
19865,Li Gonglin,李公麟,1,12631,116.938606,31.052280
19870,Wang Yue,王說,1,100584,121.637260,29.840310
19876,Wang Zhenggong,王正功,1,100584,121.637260,29.840310
19922,Lou Xi,樓錫,1,100584,121.637260,29.840310
19927,Lou Ju,樓弆,1,100584,121.637260,29.840310
19932,Lou Yang,樓鐊,1,100584,121.637260,29.840310
19935,Zhao Shizhe,趙世哲,1,100658,114.335660,34.818340
19940,Zhao Shixun(3),趙師潯,1,100584,121.637260,29.840310
19965,Shu Yan,舒衍,1,100584,121.637260,29.840310
19967,Lou Zi,樓鎡,1,100584,121.637260,29.840310
19972,Lou Hong,樓鈜,1,100584,121.637260,29.840310
20006,Li Yanzhen,李炎震,2,13502,0.000000,0.000000
20006,Li Yanzhen,李炎震,1,13504,106.259559,30.003943
20017,Li Zeng,李繒,1,12855,117.844589,29.244728
20019,Li Liuqian,李流謙,1,13344,104.197617,31.342484
20027,Li Daozhuan,李道傳,1,13398,104.077438,29.658510
20077,Liang Bochen,梁伯臣,1,13918,118.169182,26.642174
20077,Liang Bochen,梁伯臣,14,100149,117.375190,26.745320
20113,Lin Xiufa,林秀發,1,100531,119.100150,25.412790
20124,Lin Guangzu,林光祖,1,12690,120.618622,31.312710
20141,Lin Shi,林湜,1,13873,119.990395,26.883463
20158,Lin Hui(2),林輝,1,100022,118.688630,25.452890
20221,Liu Ji(5),劉几,1,100409,112.434110,34.650820
20236,Liu Ying(3),劉穎,1,12800,118.867645,28.956821
20237,Liu Qiangxue,劉強學,1,12800,118.867645,28.956821
20354,Mi Shidan,麋師旦,1,12690,120.618622,31.312710
20358,Mi Yan,麋弇,1,12690,120.618622,31.312710
20376,Liu Huan(3),劉煥,1,13872,119.142740,26.014610
20393,Liu Jiming,劉紀明,1,12947,114.608452,27.382462
20393,Liu Jiming,劉紀明,14,100179,114.966690,27.129050
20406,Liu Jia,劉甲,1,12803,119.184170,29.008960
20406,Liu Jia,劉甲,5,100339,116.684670,37.887320
20415,Liu Huan(4),劉渙,1,100224,115.971400,29.331700
20415,Liu Huan(4),劉渙,2,100224,115.971400,29.331700
20415,Liu Huan(4),劉渙,3,100633,115.291300,28.347400
20415,Liu Huan(4),劉渙,14,101101,0.000000,0.000000
20419,Liu Shu,劉恕,1,100224,115.971400,29.331700
20419,Liu Shu,劉恕,14,100633,115.291300,28.347400
20425,Liu Xuan,劉絢,1,11830,115.347960,38.831950
20425,Liu Xuan,劉絢,14,100163,118.502320,28.989910
20430,Liu Shengchen,劉生辰,1,12706,119.520790,31.721610
20437,Liu Guangshu,劉光叔,1,100531,119.100150,25.412790
20451,Liu Maoshi,劉茂實,1,12947,114.608452,27.382462
20453,Liu Shi,劉氏(趙恆皇后),1,12217,112.736015,38.082020
20453,Liu Shi,劉氏(趙恆皇后),14,13292,104.077995,30.650385
20454,Liu Yizhi,劉益之,1,12706,119.520790,31.721610
20473,Wei Jie(2),魏玠,1,100679,120.723450,31.761880
20479,Luo Kekai,羅克開,1,100650,114.356790,26.338990
20494,Lu Cha,盧察,14,11762,112.936989,35.089302
20494,Lu Cha,盧察,1,100373,113.355250,35.202330
20499,Lu Dunyan,陸惇彥,14,12675,120.044180,30.364550
20499,Lu Dunyan,陸惇彥,1,100658,114.335660,34.818340
20500,Lu Dan,陸旦,1,100658,114.335660,34.818340
20505,Yang Chou,楊籌,1,12771,121.444199,29.979195
20546,Lu Huanzhi,陸煥之,1,12975,116.776260,27.910084
20549,Lu Jiuxu,陸九敘,1,12975,116.776260,27.910084
20556,Wei He,危和,1,100513,116.455740,27.966630
20560,Zhao Gongheng,趙公衡,6,12913,116.259071,28.364485
20577,Li Hu,李琥,3,12631,116.938606,31.052280
20577,Li Hu,李琥,14,100178,117.296780,31.265920
20577,Li Hu,李琥,1,100179,114.966690,27.129050
20577,Li Hu,李琥,2,100179,114.966690,27.129050
20584,Lu Jiuling,陸九齡,1,12975,116.776260,27.910084
20591,Wu Jian,吳漸,14,12975,116.776260,27.910084
20591,Wu Jian,吳漸,1,100513,116.455740,27.966630
20592,Wu Yongruo,吳顒若,1,100513,116.455740,27.966630
20604,Xu Zhiyao (zi),胥致堯(字),1,12589,117.276459,31.864456
20604,Xu Zhiyao (zi),胥致堯(字),3,100513,116.455740,27.966630
20618,Ding Anyi,丁安議,1,12719,120.084801,30.553133
20621,Ding Anchang,丁安常,1,12719,120.084801,30.553133
20637,Lu Chizhi,陸持之,1,12975,116.776260,27.910084
20642,Lv Kuiyou,呂夔友,5,11192,117.080930,36.614020
20642,Lv Kuiyou,呂夔友,1,12757,120.578262,30.004515
20642,Lv Kuiyou,呂夔友,3,12792,0.000000,0.000000
20644,Lv Yan,呂琰,1,12764,120.902107,29.494654
20653,Lv Xuanwen,呂宣問,5,11027,0.000000,0.000000
20653,Lv Xuanwen,呂宣問,2,12833,119.486000,31.430706
20653,Lv Xuanwen,呂宣問,3,13597,107.541725,33.221088
20661,Lv Shiyue,呂師說,1,17545,116.674520,32.334127
20713,Meng Shi,孟氏(趙煦妻),1,100658,114.335660,34.818340
20715,Meng You,孟猷,1,11780,0.000000,0.000000
20715,Meng You,孟猷,2,100676,120.287410,31.242770
20715,Meng You,孟猷,1,100677,120.743810,31.359920
20717,Meng Dao,孟導,1,11780,0.000000,0.000000
20717,Meng Dao,孟導,2,12690,120.618622,31.312710
20717,Meng Dao,孟導,9,12724,120.297668,31.574614
20717,Meng Dao,孟導,2,100677,120.743810,31.359920
20725,Miao Shou,苗授,1,12232,113.103485,36.183537
20740,Mou Xin,牟忻,1,13398,104.077438,29.658510
20765,Ouyang Shoudao,歐陽守道,1,100179,114.966690,27.129050
20778,Pan Tesong,潘特竦,1,12821,120.288155,28.143875
20780,Pan Zhoubo,潘周伯,1,13876,119.518837,25.959837
20806,Bao Anxing,鮑安行,1,12879,117.236359,29.382742
20811,Bian A,邊A,1,100584,121.637260,29.840310
20816,Chen Changyuan,陳長源,1,12724,120.297668,31.574614
20854,Shao Yan,邵彥,1,12704,119.569855,31.995802
20862,Shao Gu,邵古,3,11618,115.890663,37.805992
20862,Shao Gu,邵古,2,11769,0.000000,0.000000
20862,Shao Gu,邵古,1,11775,113.794144,35.458675
20862,Shao Gu,邵古,5,11872,115.968147,39.487221
20862,Shao Gu,邵古,2,100409,112.434110,34.650820
20864,Shao Bowen,邵伯溫,1,100409,112.434110,34.650820
20888,Shen Zhaoxun,沈昭遜,1,100107,114.830460,34.089580
20890,Shen Shi,沈氏(趙恆妃),3,100107,114.830460,34.089580
20890,Shen Shi,沈氏(趙恆妃),1,100658,114.335660,34.818340
20890,Shen Shi,沈氏(趙恆妃),2,100658,114.335660,34.818340
20892,Zhao Zongsheng,趙宗晟,1,100658,114.335660,34.818340
20899,Shen Jian,沈兼,1,100584,121.637260,29.840310
20910,Shi Dun,石𡼖,5,12764,120.902107,29.494654
20910,Shi Dun,石𡼖,1,12793,121.120598,28.843132
20911,Ding Bochu,丁伯初,1,12716,120.099312,30.864964
20911,Ding Bochu,丁伯初,14,101089,0.000000,0.000000
20923,Shen Chaohui,沈超回,1,100107,114.830460,34.089580
20935,Shen Youkai,沈有開,1,12724,120.297668,31.574614
20937,Shen Du(2),沈度,14,12780,120.653221,28.018291
20937,Shen Du(2),沈度,1,12782,120.630691,27.790512
20946,Shen Tiren,沈體仁,1,12782,120.630691,27.790512
20951,Shen Ben,沈賁,1,12782,120.630691,27.790512
20955,Zhao Xiao,趙霄,5,12757,120.578262,30.004515
20955,Zhao Xiao,趙霄,1,12782,120.630691,27.790512
20960,Lin Shi,林石,1,12782,120.630691,27.790512
20963,Lin Songsun,林松孫,1,12782,120.630691,27.790512
20964,Lin Zhongsun,林仲損,1,12782,120.630691,27.790512
20984,Li Pu,李朴,1,12927,115.342766,26.321701
20992,Shi Shidian,施師點,1,12886,118.240181,28.679602
21006,Shi Mou,施某(施鉅父),1,100368,119.935000,30.564930
21017,Shi Guanzhi,施貫之,1,12717,119.738226,30.744599
21038,Shi Lan,時瀾,1,12785,119.649918,29.104712
21038,Shi Lan,時瀾,14,12788,119.478851,29.204453
21039,Shi Shaozhang,時少章,1,12785,119.649918,29.104712
21046,Cao Dian,曹佃,1,12785,119.649918,29.104712
21054,Wang Guan,汪灌,1,12785,119.649918,29.104712
21067,Shi Xuan(3),石選,1,13907,118.144119,24.736046
21067,Shi Xuan(3),石選,2,13907,118.144119,24.736046
21067,Shi Xuan(3),石選,3,100228,118.591570,24.906690
21068,Shi Zun,石遵,1,13907,118.144119,24.736046
21069,Shi Xuan,石,1,13907,118.144119,24.736046
21072,Shi Geng,石賡,1,13907,118.144119,24.736046
21095,Shi Xunzhi,石洵直,1,13305,103.831459,30.050497
21097,Shi Kangbo,石康伯,1,13305,103.831459,30.050497
21115,Shi Yunde,石允德,1,12764,120.902107,29.494654
21139,Du Chun,杜椿,1,12794,121.258354,28.642613
21153,Lin Nai,林鼐,1,12794,121.258354,28.642613
21180,Fang Yue(3),方岳,1,12852,118.433945,29.865770
21198,Shi Fan,石範,1,12791,119.883675,29.458708
21213,Sima Li,司馬里,1,11938,111.220055,35.137451
21214,Wei Ye,魏野,1,11938,111.220055,35.137451
21214,Wei Ye,魏野,14,100605,111.378330,34.636140
21215,Wei Xian(3),魏閑,1,11938,111.220055,35.137451
21215,Wei Xian(3),魏閑,14,100605,111.378330,34.636140
21217,Sima Xuan(2),司馬宣,1,11938,111.220055,35.137451
21225,Sima Zi,司馬諮,1,11938,111.220055,35.137451
21226,Sima Jing,司馬京,1,11938,111.220055,35.137451
21229,Sima You,司馬槱,1,11938,111.220055,35.137451
21279,Sun Tian,孫畋,1,12723,119.952301,31.782784
21283,Sun Chengxiang,孫成象,1,100597,113.213720,28.286570
21291,Sun Dacheng,孫大成,1,100011,119.600750,32.069710
21295,Sun Yi,孫沂,1,100011,119.600750,32.069710
21309,Chen Jiayan,陳嘉言,14,13890,118.105370,27.339880
21309,Chen Jiayan,陳嘉言,1,100011,119.600750,32.069710
21332,Sun Jin,孫覲,1,11233,117.270161,35.659700
21345,Sun Shi,孫適,1,12857,117.930214,29.933117
21353,Sun An,孫安,2,100599,113.955230,34.020810
21356,Sun Mengguan,孫夢觀,1,12771,121.444199,29.979195
21360,Sun Dan,孫亶,1,12789,120.025253,28.897268
21365,Cai Yuan(3),蔡淵,1,12704,119.569855,31.995802
21373,Sun Miao,孫邈,1,12722,119.952301,31.782784
21375,Sun Shi,孫時,14,12722,119.952301,31.782784
21375,Sun Shi,孫時,1,12723,119.952301,31.782784
21382,Sun Shi,孫奭,1,11206,116.282559,35.956072
21382,Sun Shi,孫奭,2,11206,116.282559,35.956072
21382,Sun Shi,孫奭,3,11636,115.971820,36.628897
21399,Sun Zhaoyuan,孫昭遠,5,13305,103.831459,30.050497
21399,Sun Zhaoyuan,孫昭遠,1,100494,113.657400,34.784070
21429,Ju Xizhong,句希仲,14,13292,104.077995,30.650385
21429,Ju Xizhong,句希仲,1,100658,114.335660,34.818340
21435,Sun Zongjian,孫宗鑑,1,100664,114.164290,34.402200
21445,Song Jing,宋靖,14,11243,117.187683,34.269634
21445,Song Jing,宋靖,1,100662,114.470590,34.427310
21448,Dai Jixian,戴幾先,1,12724,120.297668,31.574614
21465,Zhao Chongfu,趙充夫,6,12889,117.776588,28.208446
21466,Zhao Zhongyu,趙仲御,1,100658,114.335660,34.818340
21475,Dai Rixuan,戴日宣,1,12770,121.406906,29.651657
21475,Dai Rixuan,戴日宣,14,100584,121.637260,29.840310
21476,Shan Zhao,單照,1,12785,119.649918,29.104712
21527,Tang Yantong(zi),唐彥通,1,13307,103.512261,30.026190
21528,Tang Bohu,唐伯虎,1,13307,103.512261,30.026190
21529,Tang Wenruo,唐文若,1,13307,103.512261,30.026190
21532,Shi Guai,史夬,1,13308,103.845108,29.837276
21549,Tao Pang,陶瓬,1,12716,120.099312,30.864964
21565,Teng Cheng,滕宬,1,12690,120.618622,31.312710
21590,Tian Yanzhao,田延昭,3,4261,113.245390,40.270040
21590,Tian Yanzhao,田延昭,2,11609,0.000000,0.000000
21590,Tian Yanzhao,田延昭,5,12278,113.037400,39.090170
21590,Tian Yanzhao,田延昭,2,12396,113.296387,40.092838
21590,Tian Yanzhao,田延昭,1,100658,114.335660,34.818340
21590,Tian Yanzhao,田延昭,2,100658,114.335660,34.818340
21592,Zhang Zhen,張縝,1,12706,119.520790,31.721610
21592,Zhang Zhen,張縝,14,100011,119.600750,32.069710
21599,Tian Zhou,田晝,5,100033,115.430270,37.529460
21599,Tian Zhou,田晝,1,100658,114.335660,34.818340
21604,Wang Jie(2),王傑,1,13878,118.934105,25.867622
21619,Ding Baochen,丁寶臣,14,12722,119.952301,31.782784
21619,Ding Baochen,丁寶臣,1,12723,119.952301,31.782784
21620,Ding Zongchen,丁宗臣,1,12722,119.952301,31.782784
21661,Cai Cheng(2),蔡珵,1,100022,118.688630,25.452890
21663,Cao Xiumu,曹修睦,1,100181,118.552310,26.990370
21666,Cao Jin,曹覲,1,100181,118.552310,26.990370
21672,Cao Bin,曹豳,1,12690,120.618622,31.312710
21672,Cao Bin,曹豳,2,12690,120.618622,31.312710
21672,Cao Bin,曹豳,3,12782,120.630691,27.790512
21690,Zeng Hao,曾浩,1,100228,118.591570,24.906690
21698,Zeng Jue(2),曾覺,1,100071,116.447310,27.103120
21699,Wei Shi,魏氏（曾布妻）,1,11299,112.158699,32.026524
21702,Zeng Wu,曾悟,1,100071,116.447310,27.103120
21707,Zeng Jingchu,曾景初,1,100055,116.844550,27.598630
21721,Zeng Jian,曾漸,1,100055,116.844550,27.598630
21732,Tan Fuxian,譚孚先,1,12953,114.236870,26.945564
21755,Duan Guan,段琯,1,100179,114.966690,27.129050
21777,Zuo Qingyan,左慶延,1,12953,114.236870,26.945564
21791,Duan Yuankai,段元愷,1,100179,114.966690,27.129050
21800,Lian Nanfu,連南夫,14,100122,113.631180,31.263730
21800,Lian Nanfu,連南夫,1,100198,113.837810,31.729530
21803,Zu Wupo,祖無頗,1,11487,114.226669,33.264837
21904,Wu Dian,吳點,1,100577,117.430760,27.262230
21905,Wu Si,吳思,1,100577,117.430760,27.262230
21911,Cheng Ding,程鼎,1,12855,117.844589,29.244728
21912,Cheng Xun,程洵,1,12855,117.844589,29.244728
21913,Dong Qi,董琦,1,12881,117.580116,28.953411
21915,Dong Shu,董銖,1,12881,117.580116,28.953411
21922,Dong Weiliang,董為良,1,12881,117.580116,28.953411
21944,Wang Anren,王安仁,1,100513,116.455740,27.966630
21953,Wang Zhen(7),王鎮,2,11027,0.000000,0.000000
21953,Wang Zhen(7),王鎮,1,100549,112.342330,26.909980
21953,Wang Zhen(7),王鎮,2,100549,112.342330,26.909980
21953,Wang Zhen(7),王鎮,3,100658,114.335660,34.818340
21953,Wang Zhen(7),王鎮,14,100659,114.431080,34.716760
21961,Gao Zhining,高志寧,1,100409,112.434110,34.650820
21993,Wang Gang,王綱,5,13869,119.321577,26.073954
21993,Wang Gang,王綱,1,100490,111.497740,32.188040
22000,Wang Juzheng(2),王居正,1,12435,119.437187,32.391270
22000,Wang Juzheng(2),王居正,3,12435,119.437187,32.391270
22000,Wang Juzheng(2),王居正,2,12723,119.952301,31.782784
22002,Xu Yuanjie,徐元杰,1,100006,117.958280,28.399190
22003,Chen Bangxian,陳邦獻,1,100006,117.958280,28.399190
22004,Chen Wenwei,陳文蔚,1,100006,117.958280,28.399190
22015,Wang Xiang(9),王湘,1,11027,0.000000,0.000000
22015,Wang Xiang(9),王湘,3,11027,0.000000,0.000000
22015,Wang Xiang(9),王湘,9,13352,103.482224,29.601730
22021,Wang Xu(2),王序,1,13513,104.420372,29.463898
22031,Wang Hui(9),王回,1,12782,120.630691,27.790512
22047,Wang Huilong,王會龍,1,12793,121.120598,28.843132
22054,Wang Yigong,王益恭,1,100409,112.434110,34.650820
22077,Wang Gai,王晐,1,12811,119.913009,28.448732
22101,Wang Keming(2),王克明,1,12715,120.099312,30.864964
22101,Wang Keming(2),王克明,2,12715,120.099312,30.864964
22101,Wang Keming(2),王克明,3,12880,117.124092,28.964994
22123,Wang Tao(4),王陶,3,11903,108.906976,34.246423
22123,Wang Tao(4),王陶,14,11904,108.937189,34.317987
22123,Wang Tao(4),王陶,1,100599,113.955230,34.020810
22123,Wang Tao(4),王陶,2,100599,113.955230,34.020810
22137,Wang Yi(16),王繹,1,12690,120.618622,31.312710
22159,Zhao Shiyan(3),趙世延,1,100658,114.335660,34.818340
22160,Zhao Lingzhuo,趙令擢,1,100658,114.335660,34.818340
22164,Zhao Linghe,趙令赫,1,100658,114.335660,34.818340
22167,Zhao Zhongfu,趙仲甫,1,100658,114.335660,34.818340
22199,Wang Yi(17),王乙,1,11551,115.235770,36.292870
22199,Wang Yi(17),王乙,2,12441,119.437187,32.391270
22205,Wang Quan,王洤,1,11299,112.158699,32.026524
22205,Wang Quan,王洤,2,12792,0.000000,0.000000
22214,Wang Shi(9),王適,1,100511,114.341550,37.462470
22218,Wang Jue,王覺,3,11725,114.345497,36.098343
22218,Wang Jue,王覺,2,100513,116.455740,27.966630
22218,Wang Jue,王覺,9,100513,116.455740,27.966630
22236,Wang Gongan,王拱安,1,100662,114.470590,34.427310
22237,Wang Gongsi,王拱巳,1,100662,114.470590,34.427310
22275,Wei Bufa,韋不伐,14,11299,112.158699,32.026524
22275,Wei Bufa,韋不伐,5,14755,115.646072,34.447662
22275,Wei Bufa,韋不伐,1,100490,111.497740,32.188040
22278,Shi Yannian,石延年,1,11214,115.646072,34.447662
22278,Shi Yannian,石延年,5,15370,0.000000,0.000000
22282,Wei Shi,韋氏(趙構母),14,11027,0.000000,0.000000
22282,Wei Shi,韋氏(趙構母),1,12672,120.168625,30.294125
22282,Wei Shi,韋氏(趙構母),2,12672,120.168625,30.294125
22282,Wei Shi,韋氏(趙構母),3,100658,114.335660,34.818340
22292,Wei Yu(4),魏矞,1,12914,115.897720,28.674896
22341,Wu Qiong,吳瓊,1,100052,119.189960,36.865700
22342,Wu Guan,吳琯,1,100052,119.189960,36.865700
22348,Wu Yuanheng,吳元亨,14,11265,116.304527,35.068165
22348,Wu Yuanheng,吳元亨,1,100409,112.434110,34.650820
22349,Wu Hao,吳顥,5,11265,116.304527,35.068165
22349,Wu Hao,吳顥,1,100409,112.434110,34.650820
22377,Wu Ge,吳革,1,11565,116.001677,36.949275
22377,Wu Ge,吳革,1,12532,118.264374,32.098347
22379,Shen Shilong(2),沈士龍,1,100393,115.665670,32.968030
22379,Shen Shilong(2),沈士龍,14,101060,0.000000,0.000000
22389,Wu Lie,吳獵,1,13020,112.978134,28.198198
22389,Wu Lie,吳獵,14,13024,113.494103,27.668518
22393,Lu Zi(2),陸滋,1,12672,120.168625,30.294125
22396,Lu Shaozhi,陸韶之,1,12672,120.168625,30.294125
22403,Wu Ying,吳瑛,3,12704,119.569855,31.995802
22403,Wu Ying,吳瑛,1,100541,115.571530,30.331340
22403,Wu Ying,吳瑛,2,100541,115.571530,30.331340
22403,Wu Ying,吳瑛,14,101090,0.000000,0.000000
22408,Wu Yu,吳燠,1,12800,118.867645,28.956821
22428,Zhao Zongkai,趙宗楷,1,100658,114.335660,34.818340
22431,Zhao Zhongcan,趙仲參,1,100658,114.335660,34.818340
22482,Yang Di,楊迪,1,100149,117.375190,26.745320
22484,Yang Shi(4),楊適,1,100149,117.375190,26.745320
22485,Yang Zao(2),楊造,1,100149,117.375190,26.745320
22486,Yang Yun(2),楊,1,100149,117.375190,26.745320
22523,Yang Mou,楊某,1,13873,119.990395,26.883463
22543,Yang Yiru,楊懿孺,14,13892,118.536255,27.924686
22543,Yang Yiru,楊懿孺,2,100677,120.743810,31.359920
22553,Yang Chuhou,楊處厚,1,12435,119.437187,32.391270
22553,Yang Chuhou,楊處厚,2,12435,119.437187,32.391270
22553,Yang Chuhou,楊處厚,3,13344,104.197617,31.342484
22566,Yang Ao,楊翱,1,12672,120.168625,30.294125
22581,Yang Shunian,楊樗年,1,100011,119.600750,32.069710
22582,Yang Shu(3),楊恕,1,100011,119.600750,32.069710
22594,Yang Wangxiu,楊王休,1,12776,121.866180,29.474428
22600,Yang Cishan,楊次山,14,11027,0.000000,0.000000
22600,Yang Cishan,楊次山,2,12762,120.973587,29.952654
22612,Yang Zuo,楊作,1,12655,117.911316,31.298515
22628,Du Guangxin,杜廣心,1,13292,104.077995,30.650385
22630,Yang Linggui,楊令圭,1,13446,105.570206,30.503918
22630,Yang Linggui,楊令圭,14,100570,105.767590,30.104360
22637,Li Jialiang,李嘉量,1,13294,103.923309,30.579893
22646,Yang Taizhi,楊泰之,1,13308,103.845108,29.837276
22654,Yang Yingxun,楊應詢,14,13293,103.888771,30.807074
22654,Yang Yingxun,楊應詢,1,100658,114.335660,34.818340
22681,Meng Gong,孟珙,1,12716,120.099312,30.864964
22681,Meng Gong,孟珙,14,101006,0.000000,0.000000
22689,Ye Yi(2),葉翊,1,12780,120.653221,28.018291
22690,Ye Heng,葉衡,1,12785,119.649918,29.104712
22731,Yan Shilu,顏師魯,1,13936,117.653053,24.511744
22736,Yan Yizhong,顏頤仲,1,13936,117.653053,24.511744
22745,Yan B,閻B,1,11263,116.124930,35.371620
22753,Yin Xiang,尹湘,1,100409,112.434110,34.650820
22797,Yu Yu,虞育,1,13397,104.143768,30.004446
22799,Wang Zhi,王質,2,12927,115.342766,26.321701
22799,Wang Zhi,王質,5,101057,0.000000,0.000000
22814,Yu Hao,俞灝,3,12672,120.168625,30.294125
22814,Yu Hao,俞灝,1,12715,120.099312,30.864964
22814,Yu Hao,俞灝,2,12715,120.099312,30.864964
22818,Yu Kuan,俞寬,1,12672,120.168625,30.294125
22842,Yu Tong,余童,1,12880,117.124092,28.964994
22847,Yu Gongyan,余公彥,1,12881,117.580116,28.953411
22853,Yue Yun,岳雲,1,12869,117.481834,30.654661
22872,Dong Yi(5),董億,1,100179,114.966690,27.129050
22872,Dong Yi(5),董億,14,100391,115.609920,27.078210
22873,Chen Ru,陳孺,1,100513,116.455740,27.966630
