c_personid,c_name,c_name_chn,c_addr_type,c_addr_id,x_coord,y_coord
7064,Su Shunqin,蘇舜欽,14,13437,104.932282,30.767679
7064,Su Shunqin,蘇舜欽,1,100658,114.335660,34.818340
7064,Su Shunqin,蘇舜欽,2,101089,0.000000,0.000000
7069,Cai Tianqiu,蔡天球,1,11214,115.646072,34.447662
7071,Zang Xun,臧詢,1,12716,120.099312,30.864964
7071,Zang Xun,臧詢,14,12717,119.738226,30.744599
7072,Zeng Zhao,曾肇,1,100071,116.447310,27.103120
7076,Wang Anguo,王安國,1,100513,116.455740,27.966630
7078,Wang Zhengzhong,王正中,1,100409,112.434110,34.650820
7079,Wang Zhi,王質,3,15191,115.665085,36.236708
7079,Wang Zhi,王質,1,100658,114.335660,34.818340
7082,Wang Yi,王益,1,100513,116.455740,27.966630
7085,Wang Mingqing,王明清,1,12709,120.753204,30.767469
7085,Wang Mingqing,王明清,2,12709,120.753204,30.767469
7085,Wang Mingqing,王明清,3,100393,115.665670,32.968030
7086,Wang Bao,王葆,1,100158,121.332980,31.412860
7091,Wang Yong,王雍,14,11552,115.665085,36.236708
7091,Wang Yong,王雍,1,100658,114.335660,34.818340
7097,Yang Yi,楊億,1,13892,118.536255,27.924686
7099,Yang Chen,楊忱,14,11977,110.089363,34.568310
7099,Yang Chen,楊忱,1,100409,112.434110,34.650820
7104,Yin Zhu,尹洙,1,100409,112.434110,34.650820
7109,Xue Yi,薛儀,1,11928,110.801264,35.360780
7110,Fang Songqing,方崧卿,1,100531,119.100150,25.412790
7111,Huang Tingjian,黃庭堅,1,12917,114.559631,29.038708
7113,Gao Jixuan,高繼宣,5,12449,116.555748,33.268639
7113,Gao Jixuan,高繼宣,1,100658,114.335660,34.818340
7116,Xu Yan,胥偃,1,100597,113.213720,28.286570
7116,Xu Yan,胥偃,9,100610,113.359680,34.203140
7119,Chao Zhongyan,晁仲衍,1,100429,115.146840,35.924000
7119,Chao Zhongyan,晁仲衍,1,100658,114.335660,34.818340
7121,Chao Zongke,晁宗恪,5,11263,116.124930,35.371620
7121,Chao Zongke,晁宗恪,14,100429,115.146840,35.924000
7121,Chao Zongke,晁宗恪,1,100658,114.335660,34.818340
7123,Chen Anjie,陳安節,3,11214,115.646072,34.447662
7123,Chen Anjie,陳安節,1,12887,117.421311,28.401876
7123,Chen Anjie,陳安節,2,12887,117.421311,28.401876
7126,Chen Xiliang,陳希亮,3,13308,103.845108,29.837276
7126,Chen Xiliang,陳希亮,1,100409,112.434110,34.650820
7126,Chen Xiliang,陳希亮,2,100409,112.434110,34.650820
7127,Chen Shen,陳侁,1,13869,119.321577,26.073954
7128,Chen Guan(2),陳瓘,1,13921,117.781792,26.397610
7129,Chen Tong,陳侗,1,12690,120.618622,31.312710
7129,Chen Tong,陳侗,2,12690,120.618622,31.312710
7129,Chen Tong,陳侗,3,100531,119.100150,25.412790
7132,Chen Yanmo,陳彥默,1,100409,112.434110,34.650820
7135,Cheng Tianzhi,程天秩,1,12809,118.404884,29.144850
7136,Cheng Tianmin,程天民,1,12809,118.404884,29.144850
7138,Qiang Zhi,強至,1,12672,120.168625,30.294125
7142,Qian Xuan,錢暄,14,12672,120.168625,30.294125
7142,Qian Xuan,錢暄,1,100658,114.335660,34.818340
7143,Qian Guanfu,錢觀復,1,12696,120.733788,31.646582
7151,Zhang Ji,張錤,5,12105,0.000000,0.000000
7151,Zhang Ji,張錤,1,12672,120.168625,30.294125
7152,Zhang Jie(2),張杰,1,11214,115.646072,34.447662
7156,Zhang Huai,張淮,1,100409,112.434110,34.650820
7156,Zhang Huai,張淮,5,100550,115.151670,34.688370
7157,Zhang Hui,張誨,1,12690,120.618622,31.312710
7159,Zhang Liang,章綡,2,12690,120.618622,31.312710
7159,Zhang Liang,章綡,1,13892,118.536255,27.924686
7159,Zhang Liang,章綡,6,101089,0.000000,0.000000
7161,Zhang Baosun,張保孫,1,100033,115.430270,37.529460
7163,Zhang Shao,張邵,3,12624,118.361122,31.714224
7163,Zhang Shao,張邵,14,100453,118.287940,31.887800
7163,Zhang Shao,張邵,1,100584,121.637260,29.840310
7163,Zhang Shao,張邵,2,100584,121.637260,29.840310
7164,Zhang Shi,張栻,14,13344,104.197617,31.342484
7164,Zhang Shi,張栻,1,100549,112.342330,26.909980
7171,Zhang Zigao,張子皋,1,100409,112.434110,34.650820
7172,Zhang Wei,張渭,1,100409,112.434110,34.650820
7173,Zhang Yanbo,張彥博,1,11486,114.346001,33.007538
7174,Zhang Yuan(2),張瑗,1,12532,118.264374,32.098347
7186,Zheng Minyi,鄭民彝,1,12690,120.618622,31.312710
7187,Zheng Mu,鄭穆,1,13870,119.321577,26.073954
7188,Ji Ling,季陵,1,100673,119.340830,27.989720
7193,Jiang Bao,江褒,1,12809,118.404884,29.144850
7196,Zhou Nan,周南,1,12690,120.618622,31.312710
7197,Zhou Bida,周必大,1,100179,114.966690,27.129050
7197,Zhou Bida,周必大,8,101089,0.000000,0.000000
7199,Zhou Wuzhong,周武仲,1,12690,120.618622,31.312710
7199,Zhou Wuzhong,周武仲,2,12690,120.618622,31.312710
7199,Zhou Wuzhong,周武仲,3,13892,118.536255,27.924686
7201,Zhu Jiang,朱江,2,12690,120.618622,31.312710
7201,Zhu Jiang,朱江,5,13868,0.000000,0.000000
7201,Zhu Jiang,朱江,3,13870,119.321577,26.073954
7201,Zhu Jiang,朱江,1,100677,120.743810,31.359920
7201,Zhu Jiang,朱江,4,100677,120.743810,31.359920
7203,Zhu Xiyan,朱晞顏,1,12690,120.618622,31.312710
7205,Zhu Si,朱耜,1,12690,120.618622,31.312710
7211,Fan Chengda,范成大,14,12690,120.618622,31.312710
7211,Fan Chengda,范成大,1,100158,121.332980,31.412860
7214,Fan Zhongwen,范仲溫,1,12690,120.618622,31.312710
7225,Fu Ji,傅楫,1,100022,118.688630,25.452890
7226,Fu Zhiqing,富直清,1,100409,112.434110,34.650820
7228,Fu Shaojing,富紹京,1,100409,112.434110,34.650820
7238,Xiang Zhuanfan,向傳範,1,100658,114.335660,34.818340
7239,Xie Jingchu,謝景初,14,12677,119.947754,30.053434
7239,Xie Jingchu,謝景初,1,100679,120.723450,31.761880
7240,Xie Jingping,謝景平,14,12677,119.947754,30.053434
7240,Xie Jingping,謝景平,1,100679,120.723450,31.761880
7241,Xie Fu,謝服,1,12690,120.618622,31.312710
7241,Xie Fu,謝服,2,12690,120.618622,31.312710
7241,Xie Fu,謝服,3,100181,118.552310,26.990370
7245,Xu Maochen,胥茂諶,1,100597,113.213720,28.286570
7252,Hu Hong,胡宏,1,13894,118.026779,27.756025
7253,Hu Yi,胡嶧,10,12696,120.733788,31.646582
7253,Hu Yi,胡嶧,1,12789,120.025253,28.897268
7253,Hu Yi,胡嶧,2,100158,121.332980,31.412860
7276,Li Heng,李衡,3,12435,119.437187,32.391270
7276,Li Heng,李衡,1,100158,121.332980,31.412860
7276,Li Heng,李衡,2,100158,121.332980,31.412860
7282,Li Yu,李育,1,12690,120.618622,31.312710
7282,Li Yu,李育,2,12690,120.618622,31.312710
7282,Li Yu,李育,3,100037,112.735400,34.647470
7285,Liang Gu(2),梁固,1,12811,119.913009,28.448732
7291,Liu Jian,柳瑊,3,12589,117.276459,31.864456
7291,Liu Jian,柳瑊,1,12690,120.618622,31.312710
7291,Liu Jian,柳瑊,2,12690,120.618622,31.312710
7291,Liu Jian,柳瑊,10,12801,118.615936,28.735312
7304,Lv Gongchuo,呂公綽,5,12595,0.000000,0.000000
7304,Lv Gongchuo,呂公綽,1,100658,114.335660,34.818340
7307,Mo Chou,莫儔,1,12690,120.618622,31.312710
7308,Ouyang Fa,歐陽發,14,100179,114.966690,27.129050
7308,Ouyang Fa,歐陽發,1,100220,113.702540,34.475540
7310,Pan Zhi,潘畤,2,12762,120.973587,29.952654
7310,Pan Zhi,潘畤,1,12785,119.649918,29.104712
7314,Pi Ziliang,皮子良,3,12757,120.578262,30.004515
7314,Pi Ziliang,皮子良,1,100409,112.434110,34.650820
7314,Pi Ziliang,皮子良,2,100409,112.434110,34.650820
7319,Bu Zhixian,卜之先,1,12716,120.099312,30.864964
7323,Shen Zhou,沈周,1,12672,120.168625,30.294125
7331,Shi Jingheng,石景衡,1,12764,120.902107,29.494654
7333,Shi Xiuzhi,石秀之,1,12764,120.902107,29.494654
7334,Shi Huizhi,石徽之,1,12764,120.902107,29.494654
7337,Sima Kang,司馬康,1,11938,111.220055,35.137451
7343,Sun Di,孫覿,14,12722,119.952301,31.782784
7343,Sun Di,孫覿,1,12723,119.952301,31.782784
7358,Cui Gongru,崔公孺,1,100670,114.178150,34.013060
7361,Zeng Qinian,曾耆年,1,12696,120.733788,31.646582
7361,Zeng Qinian,曾耆年,14,100228,118.591570,24.906690
7362,Zeng Xun,曾纁,1,100011,119.600750,32.069710
7362,Zeng Xun,曾纁,14,100071,116.447310,27.103120
7363,Zeng Yizhan,曾易占,1,100071,116.447310,27.103120
7374,Wang Feng,王逢,1,12690,120.618622,31.312710
7374,Wang Feng,王逢,2,12690,120.618622,31.312710
7374,Wang Feng,王逢,3,12896,118.483437,31.555685
7375,Wang Xiang(3),王庠,1,13513,104.420372,29.463898
7381,Wang Pin,王蘋,3,13871,119.381439,25.727917
7381,Wang Pin,王蘋,1,100679,120.723450,31.761880
7381,Wang Pin,王蘋,2,100679,120.723450,31.761880
7384,Wang Wujiu,王無咎,1,100055,116.844550,27.598630
7385,Wang Yuan(3),王元,14,11552,115.665085,36.236708
7385,Wang Yuan(3),王元,1,100658,114.335660,34.818340
7387,Wei Jimin,衛季敏,14,12710,121.227638,31.009476
7387,Wei Jimin,衛季敏,1,100158,121.332980,31.412860
7389,Wei Tian,衛闐,3,12710,121.227638,31.009476
7389,Wei Tian,衛闐,1,100158,121.332980,31.412860
7389,Wei Tian,衛闐,2,100158,121.332980,31.412860
7399,Yang Gou,楊構,14,11972,0.000000,0.000000
7399,Yang Gou,楊構,3,12672,120.168625,30.294125
7399,Yang Gou,楊構,1,12690,120.618622,31.312710
7399,Yang Gou,楊構,2,12690,120.618622,31.312710
7402,Ye Can,葉參,2,12690,120.618622,31.312710
7402,Ye Can,葉參,3,12715,120.099312,30.864964
7402,Ye Can,葉參,5,12715,120.099312,30.864964
7402,Ye Can,葉參,1,100677,120.743810,31.359920
7402,Ye Can,葉參,4,100677,120.743810,31.359920
7405,Yin Gou,尹構,1,100409,112.434110,34.650820
7408,Yu Taixi,虞太熙,1,12726,119.814385,31.363638
7409,Yuwen Shishen,宇文師申,1,13292,104.077995,30.650385
8001,Chao Zongque,晁宗愨,1,11584,114.962403,35.921067
8001,Chao Zongque,晁宗愨,1,100658,114.335660,34.818340
8003,Chen Guoting,陳過庭,1,12756,120.578262,30.004515
8005,Qian Ruoshui,錢若水,1,11388,112.144302,34.733059
8006,Qian Weiyan,錢惟演,3,12672,120.168625,30.294125
8006,Qian Weiyan,錢惟演,1,100658,114.335660,34.818340
8006,Qian Weiyan,錢惟演,2,100658,114.335660,34.818340
8008,Qin Gui,秦檜,1,12830,118.768990,32.052563
8015,Zhang Bangchang,張邦昌,1,100339,116.684670,37.887320
8016,Zhang Sheng,張昇,1,11969,110.437637,35.465939
8018,Zhang Shuye,張叔夜,1,100658,114.335660,34.818340
8019,Zhang Tao,張燾,1,12881,117.580116,28.953411
8022,Zhao Gai,趙槩,1,11223,115.887953,34.510823
8024,Zhao Ding,趙鼎,1,12005,111.217209,35.357723
8024,Zhao Ding,趙鼎,3,12005,111.217209,35.357723
8024,Zhao Ding,趙鼎,2,12672,120.168625,30.294125
8025,Zhao Ye,趙野,1,100658,114.335660,34.818340
8026,Cai You,蔡攸,1,100022,118.688630,25.452890
8027,Zheng Juzhong,鄭居中,1,100658,114.335660,34.818340
8030,Zheng Yong,鄭雍,1,100550,115.151670,34.688370
8031,Jia Changchao,賈昌朝,14,100459,114.384770,38.071720
8031,Jia Changchao,賈昌朝,1,100658,114.335660,34.818340
8033,Zhou Qi,周起,1,11184,117.684446,37.041858
8034,Zhou Linzhi,周麟之,1,100416,120.359270,32.657540
8037,Zhu Zhuo,朱倬,1,13869,119.321577,26.073954
8039,Zhu Shengfei,朱勝非,14,11485,0.000000,0.000000
8039,Zhu Shengfei,朱勝非,3,11486,114.346001,33.007538
8039,Zhu Shengfei,朱勝非,1,12690,120.618622,31.312710
8039,Zhu Shengfei,朱勝非,2,12690,120.618622,31.312710
8042,Fan Zhixu,范致虛,1,13890,118.105370,27.339880
8043,Fan Zhongyan,范仲淹,10,11242,0.000000,0.000000
8043,Fan Zhongyan,范仲淹,1,12690,120.618622,31.312710
8043,Fan Zhongyan,范仲淹,5,14568,0.000000,0.000000
8043,Fan Zhongyan,范仲淹,9,100402,112.482240,34.489470
8043,Fan Zhongyan,范仲淹,2,100409,112.434110,34.650820
8046,Feng Xie,馮澥,1,13473,105.337470,29.938040
8050,Han Shizhong,韓世忠,1,12690,120.618622,31.312710
8050,Han Shizhong,韓世忠,2,12690,120.618622,31.312710
8050,Han Shizhong,韓世忠,3,100509,108.353710,36.879310
8050,Han Shizhong,韓世忠,14,101074,0.000000,0.000000
8051,Han Wei,韓維,1,11032,114.760660,34.495470
8053,He Zhizhong,何執中,1,12812,119.120910,28.082565
8054,He Zhu,何鑄,1,12675,120.044180,30.364550
8056,Hou Meng,侯蒙,1,100634,120.070860,36.129640
8061,Xu Jingheng,許景衡,1,12782,120.630691,27.790512
8064,Hu Su,胡宿,14,12722,119.952301,31.782784
8064,Hu Su,胡宿,1,12723,119.952301,31.782784
8064,Hu Su,胡宿,14,15752,119.952301,31.782784
8067,Hong Zun,洪遵,1,12876,116.663833,28.994167
8072,Guo Kui,郭逵,1,100409,112.434110,34.650820
8078,Li Gang,李綱,1,12724,120.297668,31.574614
8078,Li Gang,李綱,14,100577,117.430760,27.262230
8079,Li Guang,李光,1,12762,120.973587,29.952654
8082,Li Bing,李邴,3,11263,116.124930,35.371620
8082,Li Bing,李邴,2,13902,0.000000,0.000000
8082,Li Bing,李邴,1,100228,118.591570,24.906690
8082,Li Bing,李邴,2,100228,118.591570,24.906690
8084,Liang Tao,梁燾,1,11206,116.282559,35.956072
8088,Liu Zhengfu,劉正夫,1,12800,118.867645,28.956821
8090,Liu Hang(2),劉沆,1,12953,114.236870,26.945564
8096,Lu Zongdao,魯宗道,1,12447,115.770905,33.879292
8096,Lu Zongdao,魯宗道,2,12447,115.770905,33.879292
8096,Lu Zongdao,魯宗道,3,100093,118.875560,37.003660
8099,Lv Haowen,呂好問,5,12595,0.000000,0.000000
8099,Lv Haowen,呂好問,1,100658,114.335660,34.818340
8100,Lv Yijian,呂夷簡,5,12595,0.000000,0.000000
8100,Lv Yijian,呂夷簡,1,100658,114.335660,34.818340
8109,Sheng Du,盛度,3,12675,120.044180,30.364550
8109,Sheng Du,盛度,1,100658,114.335660,34.818340
8109,Sheng Du,盛度,2,100658,114.335660,34.818340
8111,Shi Zhongli,石中立,1,100409,112.434110,34.650820
8113,Shi Hao,史浩,1,100584,121.637260,29.840310
8116,Su Song,蘇頌,2,12704,119.569855,31.995802
8116,Su Song,蘇頌,14,13902,0.000000,0.000000
8117,Sun Fu,孫傅,1,3011,116.445950,39.660150
8117,Sun Fu,孫傅,2,3011,116.445950,39.660150
8117,Sun Fu,孫傅,3,11233,117.270161,35.659700
8117,Sun Fu,孫傅,14,101019,0.000000,0.000000
8117,Sun Fu,孫傅,14,101059,0.000000,0.000000
8119,Song Xiang,宋庠,1,11032,114.760660,34.495470
10083,Cui Jiayan,崔嘉彥,3,100203,105.942090,34.447520
10083,Cui Jiayan,崔嘉彥,1,100224,115.971400,29.331700
10083,Cui Jiayan,崔嘉彥,2,100224,115.971400,29.331700
10116,Qi Rugui,戚如圭,1,12785,119.649918,29.104712
10127,Wang Qingyue,王卿月,1,12793,121.120598,28.843132
10131,Wu Yankui,吳彥夔,1,13140,115.209625,29.830130
10141,Shi Weina,釋惟訥,1,13879,118.862495,26.213224
10145,Shi Jingyuan,釋淨源,1,100228,118.591570,24.906690
10156,Hong Hao,洪皓,1,12876,116.663833,28.994167
10157,Hong Mai,洪邁,1,12876,116.663833,28.994167
10159,Hong Xin,洪昕,1,12876,116.663833,28.994167
10161,Hong Bi,洪柲,1,12876,116.663833,28.994167
10170,Jiang Xiufu,江休復,1,100659,114.431080,34.716760
10173,Wen Tong,文同,1,13434,105.376114,31.229305
10176,Qian Gun,錢袞,1,100587,104.507860,30.773330
10178,Zhou Tao,周濤,1,100416,120.359270,32.657540
10185,Zhou Hui,周煇,1,12501,0.000000,0.000000
10185,Zhou Hui,周煇,2,12672,120.168625,30.294125
10185,Zhou Hui,周煇,14,100416,120.359270,32.657540
10186,Zhou Maoxian,周茂先,1,100416,120.359270,32.657540
10187,Han Biao,韓淲,1,100006,117.958280,28.399190
10199,Gong Mingzhi,龔明之,1,100158,121.332980,31.412860
10221,Zhang Tangying,張唐英,1,13313,103.810936,30.423536
10224,Gao Kang,高閌,1,100584,121.637260,29.840310
8123,Teng Kang,滕康,3,11214,115.646072,34.447662
8123,Teng Kang,滕康,1,12690,120.618622,31.312710
8123,Teng Kang,滕康,2,12690,120.618622,31.312710
8124,Tong Guan,童貫,1,100658,114.335660,34.818340
8125,Deng Xunwu,鄧洵武,1,13294,103.923309,30.579893
8127,Di Qing,狄青,1,12297,111.779030,37.263405
8131,Cai Bian,蔡卞,1,100022,118.688630,25.452890
8132,Cao Fu,曹輔,1,13921,117.781792,26.397610
8133,Cao Liyong,曹利用,1,11815,115.004740,37.603080
8135,Cao Wei,曹瑋,1,100620,114.161780,38.486760
8136,Zeng Gongliang,曾公亮,1,100228,118.591570,24.906690
8139,Dong Deyuan,董德元,1,100391,115.609920,27.078210
8140,Wang Che,汪澈,1,12879,117.236359,29.382742
8141,Wang Bo,汪勃,1,12857,117.930214,29.933117
8142,Wang Boyan,汪伯彥,1,12854,117.706978,29.854147
8143,Wang Anzhong,王安中,1,12217,112.736015,38.082020
8146,Wang Fu(7),王黼,1,100658,114.335660,34.818340
8146,Wang Fu(7),王黼,14,100669,114.335660,34.818340
8151,Wang Gangzhong,王剛中,1,12880,117.124092,28.964994
8154,Wang Yansou,王巖叟,1,11566,115.873886,36.791520
8156,Wang Yuan(2),王淵,1,100455,103.805870,35.402150
8159,Wei Shixun,魏師遜,1,12832,119.022865,31.656557
8160,Wen Yi,溫益,1,100228,118.591570,24.906690
8162,Wu Kui,吳奎,1,100052,119.189960,36.865700
8165,Wu Yu,吳育,3,13892,118.536255,27.924686
8165,Wu Yu,吳育,1,100220,113.702540,34.475540
8168,Yang Yuan(3),楊愿,1,12690,120.618622,31.312710
8170,Yu Yunwen,虞允文,1,13397,104.143768,30.004446
8173,Yuwen Xuzhong,宇文虛中,3,13292,104.077995,30.650385
8173,Yuwen Xuzhong,宇文虛中,1,13294,103.923309,30.579893
8173,Yuwen Xuzhong,宇文虛中,2,13294,103.923309,30.579893
8175,Yue Fei,岳飛,3,11726,114.361040,35.899740
8175,Yue Fei,岳飛,1,12869,117.481834,30.654661
8175,Yue Fei,岳飛,2,12869,117.481834,30.654661
8177,Chen Pengnian,陳彭年,1,100055,116.844550,27.598630
8178,Wang Lun(2),王倫,1,11552,115.665085,36.236708
8178,Wang Lun(2),王倫,2,100658,114.335660,34.818340
9003,Zhao Heng,趙恆,1,100658,114.335660,34.818340
9004,Zhao Zhen,趙禎,1,100658,114.335660,34.818340
9005,Zhao Shu,趙曙,1,100658,114.335660,34.818340
9006,Zhao Xu,趙頊,1,100658,114.335660,34.818340
9007,Zhao Xu,趙煦,1,100658,114.335660,34.818340
9008,Zhao Ji,趙佶,3,3079,114.550960,34.784200
9009,Zhao Huan,趙桓,1,100658,114.335660,34.818340
9010,Zhao Gou,趙構,1,12672,120.168625,30.294125
9010,Zhao Gou,趙構,2,12672,120.168625,30.294125
9010,Zhao Gou,趙構,3,100658,114.335660,34.818340
9011,Zhao Shen,趙眘,1,12672,120.168625,30.294125
9012,Zhao Dun,趙惇,1,12672,120.168625,30.294125
9013,Zhao Kuo,趙擴,1,12672,120.168625,30.294125
9014,Zhao Yun,趙昀,1,12672,120.168625,30.294125
9015,Zhao Qi,趙禥,1,12672,120.168625,30.294125
9018,Zhao Bing,趙昺,1,100216,112.739150,22.206550
10001,Du Feng,杜豐,1,17203,111.779030,37.263405
10001,Du Feng,杜豐,1,17283,112.698982,36.757431
10001,Du Feng,杜豐,2,17283,112.698982,36.757431
10010,Tang Zhongyou,唐仲友,1,12785,119.649918,29.104712
10029,Li Gao,李杲,1,16939,114.563645,38.140110
10044,Song Daofang,宋道方,1,100551,111.395020,35.868850
10048,Cai Fa,蔡發,1,13890,118.105370,27.339880
10049,Cai Yuanding,蔡元定,1,13890,118.105370,27.339880
10051,Cai Yuan(2),蔡淵,1,13890,118.105370,27.339880
10058,Cai Chen,蔡沈,1,13890,118.105370,27.339880
10059,Cai Mo,蔡模,1,13890,118.105370,27.339880
10061,Cai Hang,蔡杭,1,13890,118.105370,27.339880
10073,Hong Tianji,洪天驥,1,100228,118.591570,24.906690
10074,Yuan Haowen,元好問,1,17211,112.731201,38.398563
10081,Chang Yonghui,常用晦,1,3264,113.903200,38.445680
10227,Zhao Shandai,趙善待,1,12005,111.217209,35.357723
10227,Zhao Shandai,趙善待,1,100584,121.637260,29.840310
10230,Guo Zigao,郭子皋,1,100176,104.123290,30.367600
10239,Chen Juren,陳居仁,14,100531,119.100150,25.412790
10239,Chen Juren,陳居仁,1,100584,121.637260,29.840310
10241,Wang Jie,王介,3,12690,120.618622,31.312710
10241,Wang Jie,王介,1,12785,119.649918,29.104712
10244,Wu Lin,吳璘,14,12175,105.873370,35.409110
10244,Wu Lin,吳璘,1,13291,104.077995,30.650385
10246,Wu Ting,吳挺,5,12175,105.873370,35.409110
10246,Wu Ting,吳挺,1,13291,104.077995,30.650385
10251,Yuan Ren,袁任,1,100584,121.637260,29.840310
10254,Yuan Tao,袁濤,1,100584,121.637260,29.840310
10255,Yuan Fang,袁方,1,100584,121.637260,29.840310
10257,Yuan Zhang,袁章,1,100584,121.637260,29.840310
10258,Zhen Dexiu,真德秀,1,13892,118.536255,27.924686
10259,Yuan Wen,袁文,1,100584,121.637260,29.840310
10280,Bian Youcheng,邊友誠,1,100584,121.637260,29.840310
10283,Bian Hui,邊恢,1,100584,121.637260,29.840310
10288,Yuan You,袁槱,1,100584,121.637260,29.840310
10289,Yuan Xie,袁燮,1,100584,121.637260,29.840310
10296,Yuan Fu,袁甫,1,100584,121.637260,29.840310
10302,Zhao Bohuai,趙伯淮,1,12794,121.258354,28.642613
10309,Dai Zhang,戴樟,1,100584,121.637260,29.840310
10310,Wu Sheng,吳升,1,100584,121.637260,29.840310
10315,Wu Kuo,吳适,1,100584,121.637260,29.840310
10319,Shen Huan,沈煥,14,100125,122.138040,30.062990
10319,Shen Huan,沈煥,1,100584,121.637260,29.840310
10322,Shu Fu,舒黻,1,12770,121.406906,29.651657
10325,Shu Lin,舒璘,1,12770,121.406906,29.651657
10337,Wang Zhongju,王仲舉,3,13871,119.381439,25.727917
10337,Wang Zhongju,王仲舉,5,13871,119.381439,25.727917
10337,Wang Zhongju,王仲舉,1,100679,120.723450,31.761880
10337,Wang Zhongju,王仲舉,2,100679,120.723450,31.761880
10342,Wang Mao(2),王楙,14,12690,120.618622,31.312710
10342,Wang Mao(2),王楙,1,100679,120.723450,31.761880
10343,Wang Dewen,王德文,1,100679,120.723450,31.761880
10349,Wang Dayou,汪大猷,1,100584,121.637260,29.840310
10354,Wang Dading,汪大定,1,100584,121.637260,29.840310
10363,Zheng Qingzhi,鄭清之,1,100584,121.637260,29.840310
10368,Yuan Sidao,袁似道,1,100584,121.637260,29.840310
10374,Jia Sidao,賈似道,1,12796,121.026558,29.138258
10378,Shi Jian,史簡,1,100584,121.637260,29.840310
10382,Shi Jian(2),史漸,1,100584,121.637260,29.840310
10383,Shi Mizhong,史彌忠,1,100584,121.637260,29.840310
10393,Zhao Weihe,趙惟和,1,100658,114.335660,34.818340
10395,Zhao Congshen,趙從審,1,100658,114.335660,34.818340
10396,Zhao Shiying,趙世英,1,100658,114.335660,34.818340
10403,Wu Yuanyi,吳元扆,1,12217,112.736015,38.082020
10414,Zhao Shireng,趙世仍,1,100658,114.335660,34.818340
10416,Zhao Zizhou,趙子晝,1,12800,118.867645,28.956821
10416,Zhao Zizhou,趙子晝,2,12800,118.867645,28.956821
10416,Zhao Zizhou,趙子晝,14,12808,118.502663,28.903732
10416,Zhao Zizhou,趙子晝,3,100658,114.335660,34.818340
10442,Zhao Congai,趙從藹,1,100658,114.335660,34.818340
10451,Murong Yanfeng,慕容彥逢,1,12726,119.814385,31.363638
10452,Jiang Xie,蔣瑎,1,12726,119.814385,31.363638
10457,Zhao Shixiong(2),趙世雄,1,100658,114.335660,34.818340
10468,Zhao Congzhi,趙從質,1,100658,114.335660,34.818340
10489,Zhao Zhongqi,趙仲企,1,100658,114.335660,34.818340
10495,Zhao Yuanfen,趙元份,1,100658,114.335660,34.818340
10502,Zhao Yunrang,趙允讓,1,100658,114.335660,34.818340
10507,Zhao Rusui,趙汝鐩,1,12961,113.838638,27.631424
10509,Zhao Yuanjie,趙元傑,1,100658,114.335660,34.818340
10510,Zhao Zongwang,趙宗望,1,100658,114.335660,34.818340
10514,Zhao Chengqing,趙承慶,1,100658,114.335660,34.818340
10521,Zhao Deyi,趙德彝,1,100658,114.335660,34.818340
10531,Zhao Yunbi,趙允弼,1,100658,114.335660,34.818340
10532,Zhao Zongshu,趙宗述,1,100658,114.335660,34.818340
10537,Li Zhaoliang,李昭亮,14,12232,113.103485,36.183537
10537,Li Zhaoliang,李昭亮,1,100658,114.335660,34.818340
10545,Chen Bi,陳,1,18328,0.000000,0.000000
10549,Chen Ke,陳克,3,12793,121.120598,28.843132
10549,Chen Ke,陳克,1,12830,118.768990,32.052563
10549,Chen Ke,陳克,2,12830,118.768990,32.052563
10564,Yang Fu,楊芾,1,100080,115.250420,27.190120
10564,Yang Fu,楊芾,14,100179,114.966690,27.129050
10565,Hu Quan,胡銓,1,100179,114.966690,27.129050
10566,Yang Wanli,楊萬里,1,100080,115.250420,27.190120
10572,Wu Shaonian,吳邵年,1,12780,120.653221,28.018291
10577,Xue Huiyan,薛徽言,1,12780,120.653221,28.018291
10578,Xue Jixuan,薛季宣,1,12780,120.653221,28.018291
10580,Xue Shishi,薛師石,1,12780,120.653221,28.018291
10585,Chen Fuliang,陳傅良,1,12782,120.630691,27.790512
10589,Cai Youxue,蔡幼學,1,12782,120.630691,27.790512
10594,Zheng Boying,鄭伯英,1,12780,120.653221,28.018291
10598,Wang Shipeng,王十朋,1,12783,120.957687,28.130676
10599,Wang Wenshi,王聞詩,1,12783,120.957687,28.130676
10603,Wan Shiyan,萬世延,1,12783,120.957687,28.130676
10610,Jia Rune,賈如訥,1,12783,120.957687,28.130676
10612,Lin Guangchao,林光朝,1,100531,119.100150,25.412790
10622,Liu Meng,劉蒙,1,11479,113.075463,34.938118
10622,Liu Meng,劉蒙,14,100432,118.208930,37.567230
10623,Liu Yun,劉筠,1,11551,115.235770,36.292870
10623,Liu Yun,劉筠,14,100097,115.242370,36.289590
10644,Shi Nanshou,史南壽,1,13307,103.512261,30.026190
10648,Shi Yaofu,史堯輔,1,13307,103.512261,30.026190
10658,Liu Guangzu,劉光祖,1,12719,120.084801,30.553133
10658,Liu Guangzu,劉光祖,6,12719,120.084801,30.553133
10658,Liu Guangzu,劉光祖,3,13384,104.565246,30.403244
10663,Shi Shoudao,史守道,1,13307,103.512261,30.026190
10670,Du Zhen,杜縝,5,11902,0.000000,0.000000
10670,Du Zhen,杜縝,2,12761,121.152763,30.049067
10686,Wang Deng,王登,1,12785,119.649918,29.104712
